Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 28nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -9.2587934574689627e-19 -3.8248267290857178e-20 0 0 
