Total Angular momentum transfered, a: 1nm    v: 0.81c   b: 5.5nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
-1.9145569983866792e-22 2.4501057842235493e-24 -4.0493862546758634e-07 -1.903620759061946e-07  -1.5867181157244253e-20 -1.9570196079382717e-28 1.1205886043255407e-06 6.400675900001214e-11 1.0825487284320015e-21 -6.4762829051957467e-23 0 0 
