Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 38nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -1.6601537260913413e-18 -9.3893118911617332e-20 0 0 
