Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 50nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -2.6338077589335573e-18 -1.0550718870531768e-19 0 0 
