Total Angular momentum transfered, a: 1nm    v: 0.46c   b: 5.5nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
6.8687928370609206e-22 3.8558647164373767e-24 -3.7546681145883381e-06 -2.5836194494453518e-07  -1.2218305723906337e-19 9.5191143773658858e-29 7.5708991075662102e-06 8.6944028053251559e-11 2.3228350256955775e-21 -1.1763160476735198e-23 0 0 
