Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 54nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -3.0358048581797104e-18 -1.1342967215183916e-19 0 0 
