Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 9.5nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 4.0095099839059778e-22 -9.6541268453963065e-25 0 0 
