Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 48nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -2.5028550503130154e-18 -1.0267588979508987e-19 0 0 
