Total Angular momentum transfered, a: 1nm    v: 0.7c   b: 20nm   Lmax: 1  

         DLEx                    DLHx                  DLEy                  DLHy                  DLEz                  DLHz            DLEsx                   DLHsx                  DLEsy                  DLHsy                 DLEsz                 DLHsz
5.6063623002256318e-25 0 -1.276530340702017e-06 0  0 0 -7.8943991553794987e-22 0 1.8608579911999076e-09 0 0 0 3.2571204395993382e-23 0 0 0 0 0 
