Momentum Spectrum, a: 1nm    v: 0.5c   b: 1.5nm    Lmax: 5 

         w(au)                   dpEdwx                 dpHdwx                 dpEdwz                dpHdwz                  dpEsdwx                dpHsdwx                dpEsdwz                dpHsdwz              dpEedwx                dpHedwx                dpEedwz                dpHedwz
2.7133085101382903e-05 0 0 0 0 0 0 0 0 2.1904919093782604e-17 -2.1904959315439889e-17 0 0 
0.00016350137266446518 0 0 0 0 0 0 0 0 6.7405337480964526e-16 -6.7405340965462857e-16 0 0 
0.00044071608147164265 0 0 0 0 0 0 0 0 4.4106816128868261e-15 -4.4106816550213385e-15 0 0 
0.00086081093448711621 0 0 0 0 0 0 0 0 1.5573098322022533e-14 -1.5573098351801035e-14 0 0 
0.0014186158185829911 0 0 0 0 0 0 0 0 3.9754077018374337e-14 -3.9754077044740719e-14 0 0 
0.0021126012396145422 0 0 0 0 0 0 0 0 8.3670993665671026e-14 -8.3670993671616386e-14 0 0 
0.0029445282021452468 0 0 0 0 0 0 0 0 1.5526815981980042e-13 -1.5526815984032484e-13 0 0 
0.003914494797101431 0 0 0 0 0 0 0 0 2.6338372108583755e-13 -2.6338372108221863e-13 0 0 
0.0050201606205499683 0 0 0 0 0 0 0 0 4.1733716009161002e-13 -4.173371601138922e-13 0 0 
0.0062598227079137536 0 0 0 0 0 0 0 0 6.2703807582529787e-13 -6.2703807583506894e-13 0 0 
0.0076333052380676558 0 0 0 0 0 0 0 0 9.0316677030068257e-13 -9.0316677032420552e-13 0 0 
0.0091398683995556618 0 0 0 0 0 0 0 0 1.2568200631988395e-12 -1.2568200632206564e-12 0 0 
0.010777394218820652 0 0 0 0 0 0 0 0 1.6991183533375716e-12 -1.6991183533437754e-12 0 0 
0.012543920653532964 0 0 0 0 0 0 0 0 2.241386205802549e-12 -2.2413862058216259e-12 0 0 
0.014438359865826866 0 0 0 0 0 0 0 0 2.8953717233062813e-12 -2.8953717233373522e-12 0 0 
0.016459317295570902 0 0 0 0 0 0 0 0 3.6728807602261359e-12 -3.6728807602445406e-12 0 0 
0.018604465124198805 0 0 0 0 0 0 0 0 4.585387102748466e-12 -4.5853871027930303e-12 0 0 
0.020871493322656143 0 0 0 0 0 0 0 0 5.64425326503453e-12 -5.6442532650494193e-12 0 0 
0.02325866555547923 0 0 0 0 0 0 0 0 6.8609787460797493e-12 -6.860978746094225e-12 0 0 
0.025764035426540266 0 0 0 0 0 0 0 0 8.2468297527414488e-12 -8.2468297527678669e-12 0 0 
0.028384954922211783 0 0 0 0 0 0 0 0 9.8124511470971237e-12 -9.8124511471176481e-12 0 0 
0.03111874318509282 0 0 0 0 0 0 0 0 1.1568117772228889e-11 -1.1568117772285705e-11 0 0 
0.03396313314120275 0 0 0 0 0 0 0 0 1.3524009035100979e-11 -1.3524009035087382e-11 0 0 
0.036915696827193673 0 0 0 0 0 0 0 0 1.56898383602302e-11 -1.5689838360247674e-11 0 0 
0.039973443719530891 0 0 0 0 0 0 0 0 1.8074467300717533e-11 -1.807446730076432e-11 0 0 
0.043133331363444494 0 0 0 0 0 0 0 0 2.0686184265166429e-11 -2.0686184265177234e-11 0 0 
0.046392639076863182 0 0 0 0 0 0 0 0 2.3533005456437821e-11 -2.3533005456449815e-11 0 0 
0.04974851682369448 0 0 0 0 0 0 0 0 2.6622306179581138e-11 -2.662230617961893e-11 0 0 
0.053197644277142853 0 0 0 0 0 0 0 0 2.9960436985858306e-11 -2.9960436985895943e-11 0 0 
0.056736644309891504 0 0 0 0 0 0 0 0 3.3553029030337767e-11 -3.3553029030364857e-11 0 0 
0.060362407086757761 0 0 0 0 0 0 0 0 3.7405322343491329e-11 -3.7405322343513714e-11 0 0 
0.06407171754730441 0 0 0 0 0 0 0 0 4.1521799370573257e-11 -4.1521799370590835e-11 0 0 
0.067860956253416371 0 0 0 0 0 0 0 0 4.5905801895891352e-11 -4.5905801895914513e-11 0 0 
0.071726449595072114 0 0 0 0 0 0 0 0 5.0559863124672813e-11 -5.0559863124687186e-11 0 0 
0.075664759711413662 0 0 0 0 0 0 0 0 5.5486064580622031e-11 -5.548606458065486e-11 0 0 
0.079672364357093836 0 0 0 0 0 0 0 0 6.0685670691751185e-11 -6.0685670691767315e-11 0 0 
0.083745386635392521 0 0 0 0 0 0 0 0 6.6158743917079337e-11 -6.6158743917106221e-11 0 0 
0.087879902516054403 0 0 0 0 0 0 0 0 7.1904503950879244e-11 -7.1904503950889273e-11 0 0 
0.092072207353293106 0 0 0 0 0 0 0 0 7.7921714682022637e-11 -7.7921714682054535e-11 0 0 
0.09631853149673858 0 0 0 0 0 0 0 0 8.4208317200897372e-11 -8.4208317200923325e-11 0 0 
