Momentum Spectrum, a: 1nm    v: 0.5c   b: 2.5nm    Lmax: 5 

         w(au)                   dpEdwx                 dpHdwx                 dpEdwz                dpHdwz                  dpEsdwx                dpHsdwx                dpEsdwz                dpHsdwz              dpEedwx                dpHedwx                dpEedwz                dpHedwz
2.7133085101382903e-05 0 0 0 0 0 0 0 0 1.1911799668837278e-27 -1.7749370367472766e-30 0 0 
0.00016350137266446518 0 0 0 0 0 0 0 0 3.010293214323381e-27 3.1554436208840472e-30 0 0 
0.00044071608147164265 0 0 0 0 0 0 0 0 6.2351565948668773e-27 4.1020767071492614e-29 0 0 
0.00086081093448711621 0 0 0 0 0 0 0 0 1.3858708382922735e-26 -1.1990685759359379e-28 0 0 
0.0014186158185829911 0 0 0 0 0 0 0 0 2.7010597394767444e-26 -2.2088105346188331e-28 0 0 
0.0021126012396145422 0 0 0 0 0 0 0 0 7.5579185607414699e-26 -3.7865323450608567e-28 0 0 
0.0029445282021452468 0 0 0 0 0 0 0 0 7.7043311447504897e-26 4.7962743037437518e-28 0 0 
0.003914494797101431 0 0 0 0 0 0 0 0 5.5434833531690942e-26 -3.2816613657194091e-28 0 0 
0.0050201606205499683 0 0 0 0 0 0 0 0 -2.4233807008389483e-27 3.5340968553901329e-28 0 0 
0.0062598227079137536 0 0 0 0 0 0 0 0 5.8363085211871337e-26 -2.0194839173657902e-28 0 0 
0.0076333052380676558 0 0 0 0 0 0 0 0 1.5933728108016085e-25 -1.3631516442219084e-27 0 0 
0.0091398683995556618 0 0 0 0 0 0 0 0 1.0481121531128451e-25 1.868022623563356e-27 0 0 
0.010777394218820652 0 0 0 0 0 0 0 0 9.8550815167450563e-26 2.473867798773093e-27 0 0 
0.012543920653532964 0 0 0 0 0 0 0 0 -7.2701421025168448e-27 1.3126645462877636e-27 0 0 
0.014438359865826866 0 0 0 0 0 0 0 0 -4.4428646182047385e-27 2.0194839173657902e-28 0 0 
0.016459317295570902 0 0 0 0 0 0 0 0 1.9952501103574007e-25 -1.0097419586828951e-27 0 0 
0.018604465124198805 0 0 0 0 0 0 0 0 -9.289626019882635e-27 -1.2116903504194741e-27 0 0 
0.020871493322656143 0 0 0 0 0 0 0 0 2.108341209729885e-25 -2.6253290925755273e-27 0 0 
0.02325866555547923 0 0 0 0 0 0 0 0 2.512237993203043e-25 -5.0487097934144756e-27 0 0 
0.025764035426540266 0 0 0 0 0 0 0 0 2.0194839173657902e-25 -2.6253290925755273e-27 0 0 
0.028384954922211783 0 0 0 0 0 0 0 0 4.0632016417399699e-25 -2.0194839173657902e-28 0 0 
0.03111874318509282 0 0 0 0 0 0 0 0 8.0779356694631609e-27 7.2701421025168448e-27 0 0 
0.03396313314120275 0 0 0 0 0 0 0 0 -3.2311742677852644e-27 4.4428646182047385e-27 0 0 
0.036915696827193673 0 0 0 0 0 0 0 0 6.1149973017836128e-25 5.4526065768876336e-27 0 0 
0.039973443719530891 0 0 0 0 0 0 0 0 5.9938282667416654e-25 1.6761716514136059e-26 0 0 
0.043133331363444494 0 0 0 0 0 0 0 0 5.5899314832685073e-25 -1.8377303648028691e-26 0 0 
0.046392639076863182 0 0 0 0 0 0 0 0 -3.5542916945637908e-26 -8.885729236409477e-27 0 0 
0.04974851682369448 0 0 0 0 0 0 0 0 3.3442653671577486e-25 1.2520800287667899e-26 0 0 
0.053197644277142853 0 0 0 0 0 0 0 0 4.0066560920537278e-25 -3.6350710512584224e-27 0 0 
0.056736644309891504 0 0 0 0 0 0 0 0 4.0874354487483594e-25 -8.4818324529363189e-27 0 0 
0.060362407086757761 0 0 0 0 0 0 0 0 -3.715850407953054e-26 6.0584517520973707e-27 0 0 
0.06407171754730441 0 0 0 0 0 0 0 0 3.7966297646476856e-25 1.0097419586828951e-26 0 0 
0.067860956253416371 0 0 0 0 0 0 0 0 3.4412005951913065e-25 2.3022116657970009e-26 0 0 
0.071726449595072114 0 0 0 0 0 0 0 0 4.0712795774094331e-25 4.0389678347315804e-27 0 0 
0.075664759711413662 0 0 0 0 0 0 0 0 7.3347655878725501e-25 4.0389678347315804e-27 0 0 
