Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 30nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -1.0349832967112872e-18 -4.3896116205085351e-20 0 0 
