Total Angular momentum transfered, a: 5nm    v: 0.6c   b: 6nm   Lmax: 10  

         DLEx                    DLHx                  DLEy                  DLHy                  DLEz                  DLHz            DLEsx                   DLHsx                  DLEsy                  DLHsy                 DLEsz                 DLHsz
1.633054683475167e-20 7.9401111624297356e-21 -0.015528635719454575 8.8045087475039692e-06  -0.00092388655377260032 -0.00014633663345668774 -2.4715366247663862e-18 -7.0703304385801812e-24 0.00048636830138870012 7.1975507786310928e-07 0.0020462424857711952 7.6639952576572758e-07 -8.0080118773486032e-19 -6.9133204386215277e-20 0 0 0 0 
