Total Angular momentum transfered, a: 5nm    v: 0.1c   b: 5.5nm   Lmax: 11  

         DLEx                    DLHx                  DLEy                  DLHy                  DLEz                  DLHz            DLEsx                   DLHsx                  DLEsy                  DLHsy                 DLEsz                 DLHsz
2.9122647084257914e-19 -3.2799966719405376e-21 -0.3890577745240868 -2.6881319490874663e-07  2.3697373057619401e-18 1.7932164771755168e-20 4.4054668433608678e-17 -1.0938750438980702e-23 0.0038038681961968836 1.1391538677421068e-06 4.6964070118623475e-18 -4.5730377554227486e-23 -1.4146729075138045e-17 -1.692652686369971e-20 0 0 0 0 
