Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 3.5nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 7.422917460368907e-21 -1.4719739503348433e-22 0 0 
