Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 3nm   Lmax: 10  

         DLEx                    DLHx                  DLEy                  DLHy                  DLEz                  DLHz            DLEsx                   DLHsx                  DLEsy                  DLHsy                 DLEsz                 DLHsz
-1.8655318039773293e-21 1.5487216998047707e-23 -0.00075125645730573923 2.5700155326324752e-08  -8.2432773509010403e-06 -8.0660743750036588e-07 -8.5999408324464045e-20 -3.2469330878006337e-27 2.1594747514272508e-07 6.8741797614743283e-11 1.6352221500162262e-05 1.9997584332681725e-10 9.3170015022540656e-21 -3.5141116972541624e-22 0 0 0 0 
