Total angular momentum transfered, a: 1nm    v: 0.5c   b: 1.5nm   Lmax: 5  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 0.0003538952869796814 2.7822938887518871e-05 0 0 
