Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 44nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 -2.2282916266664709e-18 -9.2280449249251013e-20 0 0 
