Total Angular momentum transfered, a: 1nm    v: 0.1c   b: 5.5nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 1.0681340711024808e-20 -1.9897327884572732e-24 0 0 
