Total angular momentum transfered, a: 1nm    v: 0.5c   b: 1.5nm      Lmax: 5 

       errDLEx                   errDLHx                 errDLEz                errDLHz        errDLEsx               errDLHsx               errDLEsz              errDLHsz
0 0 0 0 0 0 0 0 1.4900677907096636e-19 1.8868115770639375e-20 0 0 
