Total Angular momentum transfered, a: 1nm    v: 0.5c   b: 4.5nm   Lmax: 10  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 3.098707737166574e-21 -3.8287890516688346e-23 0 0 
