Angular Momentum Spectrum, a: 1nm    v: 0.5c   b: 2.5nm    Lmax: 5 

         w(au)                   dLEdwx                 dLHdwx                 dLEdwz                dLHdwz                  dLEsdwx                dLHsdwx                dLEsdwz                dLHsdwz              dLEedwx                dLHedwx                dLEedwz                dLHedwz
2.7133085101382903e-05 0 0 0 0 0 0 0 0 9.9205822722551653e-11 1.8102854258410248e-11 0 0 
0.00016350137266446518 0 0 0 0 0 0 0 0 5.978048713339181e-10 1.090860612747894e-10 0 0 
0.00044071608147164265 0 0 0 0 0 0 0 0 1.6113774668441237e-09 2.9404015343337205e-10 0 0 
0.00086081093448711621 0 0 0 0 0 0 0 0 3.1473654513486062e-09 5.7432162861566068e-10 0 0 
0.0014186158185829911 0 0 0 0 0 0 0 0 5.1868819471907383e-09 9.4648000377996665e-10 0 0 
0.0021126012396145422 0 0 0 0 0 0 0 0 7.7243687454991576e-09 1.4094926155759831e-09 0 0 
0.0029445282021452468 0 0 0 0 0 0 0 0 1.0766325289022514e-08 1.9645303942403486e-09 0 0 
0.003914494797101431 0 0 0 0 0 0 0 0 1.4313207196401854e-08 2.6116523271768723e-09 0 0 
0.0050201606205499683 0 0 0 0 0 0 0 0 1.8356599098269359e-08 3.3492873577220219e-09 0 0 
0.0062598227079137536 0 0 0 0 0 0 0 0 2.2890471177049258e-08 4.1762858443298926e-09 0 0 
0.0076333052380676558 0 0 0 0 0 0 0 0 2.791444426599421e-08 5.0925122341777973e-09 0 0 
0.0091398683995556618 0 0 0 0 0 0 0 0 3.3426153210083888e-08 6.0974491291116059e-09 0 0 
0.010777394218820652 0 0 0 0 0 0 0 0 3.9418275974681568e-08 7.1896535175215719e-09 0 0 
0.012543920653532964 0 0 0 0 0 0 0 0 4.5884152453780826e-08 8.3677794630247521e-09 0 0 
0.014438359865826866 0 0 0 0 0 0 0 0 5.2820422841355902e-08 9.6310562926046961e-09 0 0 
0.016459317295570902 0 0 0 0 0 0 0 0 6.0222714323844218e-08 1.0978500162806917e-08 0 0 
0.018604465124198805 0 0 0 0 0 0 0 0 6.808334976655915e-08 1.2408495847073314e-08 0 0 
0.020871493322656143 0 0 0 0 0 0 0 0 7.6394832486188365e-08 1.3919430499684715e-08 0 0 
0.02325866555547923 0 0 0 0 0 0 0 0 8.5151889366996362e-08 1.551006353677284e-08 0 0 
0.025764035426540266 0 0 0 0 0 0 0 0 9.4348602167189288e-08 1.7179003658999887e-08 0 0 
0.028384954922211783 0 0 0 0 0 0 0 0 1.0397660069037939e-07 1.8924381298993327e-08 0 0 
0.03111874318509282 0 0 0 0 0 0 0 0 1.1402751250639033e-07 2.0744294222394021e-08 0 0 
0.03396313314120275 0 0 0 0 0 0 0 0 1.2449460448374358e-07 2.2637104595134957e-08 0 0 
0.036915696827193673 0 0 0 0 0 0 0 0 1.353706693556448e-07 2.460105615800776e-08 0 0 
0.039973443719530891 0 0 0 0 0 0 0 0 1.4664653721052524e-07 2.6634007423830168e-08 0 0 
0.043133331363444494 0 0 0 0 0 0 0 0 1.5831294450808509e-07 2.8733771954736188e-08 0 0 
0.046392639076863182 0 0 0 0 0 0 0 0 1.7036190771442187e-07 3.0898366868039425e-08 0 0 
0.04974851682369448 0 0 0 0 0 0 0 0 1.827850519876368e-07 3.3125713213948915e-08 0 0 
0.053197644277142853 0 0 0 0 0 0 0 0 1.9557233430208784e-07 3.5413410580651573e-08 0 0 
0.056736644309891504 0 0 0 0 0 0 0 0 2.0871355643043322e-07 3.7759012695228521e-08 0 0 
0.060362407086757761 0 0 0 0 0 0 0 0 2.221995577782126e-07 4.0160242839963115e-08 0 0 
0.06407171754730441 0 0 0 0 0 0 0 0 2.36020822543744e-07 4.2614747502307455e-08 0 0 
0.067860956253416371 0 0 0 0 0 0 0 0 2.5016634605179443e-07 4.5119899787202855e-08 0 0 
0.071726449595072114 0 0 0 0 0 0 0 0 2.6462491798093043e-07 4.767303279778443e-08 0 0 
0.075664759711413662 0 0 0 0 0 0 0 0 2.7938619354230694e-07 5.0271632104259529e-08 0 0 
0.079672364357093836 0 0 0 0 0 0 0 0 2.9443948460172402e-07 5.2913125157918178e-08 0 0 
0.083745386635392521 0 0 0 0 0 0 0 0 3.0977272350984028e-07 5.5594704892808303e-08 0 0 
0.087879902516054403 0 0 0 0 0 0 0 0 3.2537359491081783e-07 5.831353442925346e-08 0 0 
0.092072207353293106 0 0 0 0 0 0 0 0 3.412305278003383e-07 6.1066923552490778e-08 0 0 
0.09631853149673858 0 0 0 0 0 0 0 0 3.5733161143921682e-07 6.3852142733651308e-08 0 0 
0.10061478961526461 0 0 0 0 0 0 0 0 3.7366362427732059e-07 6.6666260672254567e-08 0 0 
0.1049568590497002 0 0 0 0 0 0 0 0 3.9021306694852518e-07 6.9506329092970405e-08 0 0 
0.10934083090140731 0 0 0 0 0 0 0 0 4.0696710760948879e-07 7.2369548272368639e-08 0 0 
0.11376275003283018 0 0 0 0 0 0 0 0 4.2391258263273201e-07 7.5253098013339515e-08 0 0 
0.1182183768392184 0 0 0 0 0 0 0 0 4.4103506576384418e-07 7.8153984306358365e-08 0 0 
0.12270344595643837 0 0 0 0 0 0 0 0 4.5831984004057938e-07 8.1069210284325221e-08 0 0 
0.12721390824064918 0 0 0 0 0 0 0 0 4.7575282252788224e-07 8.3995934695086041e-08 0 0 
0.13174568684716667 0 0 0 0 0 0 0 0 4.9331962034680845e-07 8.693131421148986e-08 0 0 
0.13629444554612472 0 0 0 0 0 0 0 0 5.1100461900881643e-07 8.9872355236655397e-08 0 0 
0.14085583497741319 0 0 0 0 0 0 0 0 5.287919219935825e-07 9.281607551145105e-08 0 0 
0.14542573093919775 0 0 0 0 0 0 0 0 5.4666627725559776e-07 9.5759658805048497e-08 0 0 
0.14999999999999999 0 0 0 0 0 0 0 0 5.6461216474925817e-07 9.8700304154732929e-08 0 0 
0.15457426906080224 0 0 0 0 0 0 0 0 5.8261288408291106e-07 1.0163507929804215e-07 0 0 
0.1591441650225868 0 0 0 0 0 0 0 0 6.0065148504507169e-07 1.0456107654025923e-07 0 0 
0.16370555445387527 0 0 0 0 0 0 0 0 6.1871171652742046e-07 1.0747556668913107e-07 0 0 
0.16825431315283332 0 0 0 0 0 0 0 0 6.3677712420460135e-07 1.1037585152192817e-07 0 0 
0.17278609175935081 0 0 0 0 0 0 0 0 6.5483011681908387e-07 1.1325911548117176e-07 0 0 
0.17729655404356162 0 0 0 0 0 0 0 0 6.7285290801976997e-07 1.1612257897694022e-07 0 0 
0.18178162316078159 0 0 0 0 0 0 0 0 6.9082850856954441e-07 1.1896365466833153e-07 0 0 
0.18623724996716981 0 0 0 0 0 0 0 0 7.087398131827212e-07 1.2177979980142187e-07 0 0 
0.19065916909859268 0 0 0 0 0 0 0 0 7.2656862202888547e-07 1.2456836266918501e-07 0 0 
0.19504314095029979 0 0 0 0 0 0 0 0 7.4429661346093078e-07 1.2732673643479541e-07 0 0 
