Total angular momentum transfered, a: 1nm    v: 0.5c   b: 2.5nm      Lmax: 5 

       errDLEx                   errDLHx                 errDLEz                errDLHz        errDLEsx               errDLHsx               errDLEsz              errDLHsz
0 0 0 0 0 0 0 0 1.9079845895968487e-20 1.5248541773356884e-21 0 0 
