Total angular momentum transfered, a: 1nm    v: 0.5c   b: 2.5nm   Lmax: 5  

         DLEx                    DLHx                  DLEz                  DLHz            DLEsx                   DLHsx                 DLEsz                 DLHsz
0 0 0 0  0 0 0 0 2.5178861082079922e-05 1.9027139092691849e-06 0 0 
