Total angular momentum transfered, a: 1nm    v: 0.5c   b: 1.5nm      Lmax: 5 

       errDLEx                   errDLHx                 errDLEz                errDLHz        errDLEsx               errDLHsx               errDLEsz              errDLHsz
0 0 0 0 0 0 0 0 1.5395948540776503e-19 1.3484025529806285e-20 0 0 
